Picture_ID,Actual_Wall_Volume_cuft,Predicted_Wall_Volume_cuft,Abs_Error_cuft,Brick_Ratio,Plaster_In_Ratio,Plaster_Out_Ratio,RCC_Ratio,Brick_Volume_cuft,Cement_Volume_cuft_Brickwork,Sand_Volume_cuft_Brickwork,Cement_Bags_Brickwork,Cement_Volume_cuft_Plaster_In,Sand_Volume_cuft_Plaster_In,Cement_Bags_Plaster_In,Cement_Volume_cuft_Plaster_Out,Sand_Volume_cuft_Plaster_Out,Cement_Bags_Plaster_Out,Cement_Volume_cuft_RCC,Sand_Volume_cuft_RCC,Aggregate_Volume_cuft_RCC,Cement_Bags_RCC,Total_Cement_Volume_cuft,Total_Sand_Volume_cuft,Total_Cement_Bags
123017.jpg,742.5,683.782989452451,58.717010547548966,1:6,1:4,1:4,1:2:4,512.837,32.48,194.878,25.98,10.113,40.452,8.09,15.157,60.629,12.13,6.496,12.992,25.984,5.2,64.246,308.951,51.4
123018.jpg,696.0,661.6571944050936,34.342805594906395,1:3,1:4,1:5,1:1.5:3,496.243,55.0,165.001,44.0,9.786,39.143,7.83,12.222,61.111,9.78,8.0,12.0,24.0,6.4,85.008,277.255,68.01
123019.jpg,918.0,850.3659620833557,67.63403791664427,1:4,1:5,1:5,1:2:4,637.774,56.549,226.197,45.24,10.48,52.402,8.38,15.708,78.541,12.57,8.078,16.157,32.314,6.46,90.815,373.297,72.65
123020.jpg,654.75,612.0088194566995,42.74118054330052,1:3,1:4,1:6,1:1:2,459.007,50.873,152.62,40.7,9.051,36.205,7.24,9.69,58.141,7.75,10.175,10.175,20.349,8.14,79.789,257.141,63.83
123021.jpg,721.9125000000001,734.7800502679988,12.867550267998697,1:6,1:4,1:6,1:1:2,551.085,34.902,209.412,27.92,10.867,43.468,8.69,11.634,69.804,9.31,12.216,12.216,24.431,9.77,69.619,334.9,55.7
123022.jpg,662.25,600.4916921541343,61.75830784586572,1:3,1:4,1:6,1:1:2,450.369,49.916,149.748,39.93,8.881,35.524,7.1,9.508,57.047,7.61,9.983,9.983,19.966,7.99,78.288,252.302,62.63
123023.jpg,876.2625,826.206769295256,50.055730704744064,1:8,1:6,1:4,1:2:4,619.655,30.524,244.19,24.42,8.728,52.368,6.98,18.314,73.257,14.65,7.849,15.698,31.396,6.28,65.415,385.513,52.33
123024.jpg,642.75,607.0749105657393,35.67508943426071,1:8,1:4,1:4,1:1:2,455.306,22.428,179.424,17.94,8.978,35.914,7.18,13.457,53.827,10.77,10.093,10.093,20.185,8.07,54.956,279.258,43.96
123025.jpg,758.25,788.1803059988104,29.930305998810358,1:6,1:4,1:4,1:2:4,591.135,37.439,224.631,29.95,11.657,46.627,9.33,17.471,69.885,13.98,7.488,14.975,29.951,5.99,74.055,356.118,59.24
123026.jpg,667.5,646.4153710345826,21.08462896541744,1:8,1:4,1:4,1:2:4,484.812,23.881,191.052,19.1,9.56,38.241,7.65,14.329,57.315,11.46,6.141,12.282,24.564,4.91,53.911,298.89,43.13
123027.jpg,915.75,863.9869257123796,51.763074287620384,1:6,1:6,1:4,1:2:4,647.99,41.039,246.236,32.83,9.127,54.763,7.3,19.152,76.607,15.32,8.208,16.416,32.832,6.57,77.526,394.022,62.02
123028.jpg,626.25,605.9186873465776,20.3313126534224,1:8,1:4,1:4,1:2:4,454.439,22.385,179.083,17.91,8.961,35.845,7.17,13.431,53.725,10.74,5.756,11.512,23.025,4.6,50.533,280.165,40.43
123029.jpg,942.0,821.2929515756913,120.70704842430872,1:3,1:5,1:6,1:1.5:3,615.97,68.27,204.81,54.62,10.122,50.611,8.1,13.004,78.023,10.4,9.93,14.895,29.791,7.94,101.326,348.339,81.06
123030.jpg,706.5,665.0291520950093,41.47084790499071,1:8,1:5,1:4,1:2:4,498.772,24.569,196.553,19.66,8.196,40.981,6.56,14.741,58.966,11.79,6.318,12.636,25.271,5.05,53.824,309.136,43.06
123031.jpg,678.0,601.5226024128604,76.47739758713965,1:6,1:4,1:3,1:1:2,451.142,28.572,171.434,22.86,8.896,35.585,7.12,16.667,50.002,13.33,10.0,10.0,20.001,8.0,64.135,267.021,51.31
123032.jpg,730.9125000000001,663.933695184709,66.97880481529114,1:3,1:3,1:4,1:1.5:3,497.95,55.189,165.568,44.15,12.274,36.822,9.82,14.717,58.869,11.77,8.028,12.041,24.083,6.42,90.208,273.3,72.17
123033.jpg,669.0,616.0250123507302,52.97498764926979,1:4,1:5,1:6,1:1:2,462.019,40.966,163.863,32.77,7.592,37.962,6.07,9.754,58.522,7.8,10.241,10.241,20.483,8.19,68.553,270.588,54.84
123034.jpg,799.5,758.1431838881529,41.35681611184714,1:3,1:5,1:4,1:1:2,568.607,63.021,189.062,50.42,9.344,46.719,7.48,16.806,67.222,13.44,12.604,12.604,25.208,10.08,101.775,315.607,81.42
123035.jpg,706.5,656.4494482890063,50.05055171099366,1:6,1:3,1:6,1:1:2,492.337,31.181,187.088,24.94,12.136,36.407,9.71,10.394,62.363,8.32,10.913,10.913,21.827,8.73,64.624,296.771,51.7
123036.jpg,505.125,548.1564980280907,43.03149802809071,1:4,1:5,1:4,1:1:2,411.117,36.452,145.81,29.16,6.756,33.779,5.4,12.151,48.603,9.72,9.113,9.113,18.226,7.29,64.472,237.305,51.58
123037.jpg,897.0,853.5053260871396,43.49467391286044,1:3,1:3,1:6,1:2:4,640.129,70.948,212.843,56.76,15.779,47.336,12.62,13.514,81.083,10.81,8.108,16.217,32.433,6.49,108.349,357.479,86.68
123038.jpg,795.825,728.9546933614729,66.87030663852715,1:6,1:6,1:5,1:2:4,546.716,34.625,207.752,27.7,7.701,46.204,6.16,13.465,67.327,10.77,6.925,13.85,27.7,5.54,62.716,335.133,50.17
123039.jpg,660.4499999999999,610.6750929457088,49.774907054291134,1:6,1:3,1:6,1:1:2,458.006,29.007,174.042,23.21,11.29,33.869,9.03,9.669,58.014,7.74,10.152,10.152,20.305,8.12,60.118,276.077,48.09
123040.jpg,842.25,772.63273526031,69.61726473968997,1:4,1:5,1:5,1:1.5:3,579.475,51.38,205.52,41.1,9.522,47.612,7.62,14.272,71.361,11.42,9.342,14.013,28.025,7.47,84.516,338.506,67.61
123041.jpg,635.6999999999999,589.8949594913349,45.805040508665,1:8,1:5,1:3,1:1:2,442.421,21.793,174.347,17.43,7.27,36.351,5.82,16.345,49.035,13.08,9.807,9.807,19.614,7.85,55.215,269.54,44.17
123042.jpg,719.25,643.1269805205754,76.12301947942456,1:3,1:5,1:3,1:1:2,482.345,53.46,160.38,42.77,7.926,39.632,6.34,17.82,53.46,14.26,10.692,10.692,21.384,8.55,89.898,264.164,71.92
123043.jpg,690.75,650.3219555919042,40.42804440809584,1:4,1:6,1:6,1:2:4,487.741,43.246,172.986,34.6,6.87,41.22,5.5,10.297,61.781,8.24,6.178,12.356,24.712,4.94,66.591,288.343,53.27
123044.jpg,690.75,645.0851548418252,45.66484515817479,1:4,1:5,1:3,1:2:4,483.814,42.898,171.593,34.32,7.95,39.752,6.36,17.874,53.623,14.3,6.128,12.257,24.513,4.9,74.85,277.225,59.88
123045.jpg,715.5,640.7340451854096,74.76595481459037,1:4,1:3,1:4,1:1:2,480.551,42.609,170.435,34.09,11.845,35.536,9.48,14.203,56.812,11.36,10.652,10.652,21.304,8.52,79.309,273.435,63.45
123046.jpg,110.325,413.8286083304307,303.5036083304307,1:4,1:6,1:3,1:2:4,310.371,27.52,110.078,22.02,4.372,26.23,3.5,11.467,34.4,9.17,3.931,7.863,15.725,3.14,47.29,178.571,37.83
123047.jpg,728.25,665.6277315601344,62.62226843986559,1:3,1:4,1:5,1:1:2,499.221,55.33,165.991,44.26,9.844,39.377,7.88,12.296,61.478,9.84,11.066,11.066,22.132,8.85,88.536,277.912,70.83
123048.jpg,690.75,634.678130577327,56.07186942267299,1:6,1:4,1:6,1:1.5:3,476.009,30.147,180.883,24.12,9.387,37.547,7.51,10.049,60.294,8.04,7.674,11.511,23.022,6.14,57.257,290.235,45.81
123049.jpg,735.0,662.794461905796,72.20553809420403,1:4,1:3,1:4,1:1.5:3,497.096,44.076,176.303,35.26,12.253,36.759,9.8,14.692,58.768,11.75,8.014,12.021,24.041,6.41,79.035,283.851,63.23
123050.jpg,588.75,590.3429841076829,1.5929841076829234,1:4,1:3,1:5,1:2:4,442.757,39.258,157.031,31.41,10.914,32.741,8.73,10.905,54.525,8.72,5.608,11.217,22.433,4.49,66.685,255.514,53.35
123051.jpg,597.75,555.752481053401,41.99751894659903,1:4,1:4,1:3,1:1.5:3,416.814,36.958,147.83,29.57,8.219,32.877,6.58,15.399,46.197,12.32,6.72,10.079,20.159,5.38,67.296,236.983,53.84
123052.jpg,742.5,690.6726748472831,51.82732515271687,1:6,1:5,1:6,1:1:2,518.005,32.807,196.842,26.25,8.512,42.562,6.81,10.936,65.614,8.75,11.482,11.482,22.965,9.19,63.737,316.5,50.99
123053.jpg,1009.5,938.195463599428,71.30453640057203,1:8,1:5,1:4,1:1:2,703.647,34.661,277.289,27.73,11.563,57.815,9.25,20.797,83.187,16.64,15.597,15.597,31.195,12.48,82.618,433.888,66.09
123054.jpg,743.25,718.5159844245529,24.734015575447074,1:6,1:6,1:5,1:2:4,538.887,34.13,204.777,27.3,7.59,45.542,6.07,13.273,66.363,10.62,6.826,13.652,27.304,5.46,61.819,330.334,49.46
123055.jpg,968.25,907.1330031851784,61.11699681482151,1:8,1:4,1:6,1:2:4,680.35,33.514,268.108,26.81,13.416,53.665,10.73,14.363,86.178,11.49,8.618,17.236,34.471,6.89,69.911,425.187,55.93
123056.jpg,1116.0,1113.0735666379046,2.926433362095395,1:4,1:5,1:3,1:1.5:3,834.805,74.019,296.078,59.22,13.718,68.591,10.97,30.841,92.524,24.67,13.458,20.187,40.374,10.77,132.036,477.38,105.63
123057.jpg,672.75,621.465487165189,51.28451283481104,1:6,1:5,1:4,1:1.5:3,466.099,29.52,177.118,23.62,7.659,38.297,6.13,13.776,55.103,11.02,7.514,11.271,22.542,6.01,58.469,281.789,46.78
123058.jpg,1401.0,1457.471795779369,56.47179577936868,1:3,1:3,1:5,1:1.5:3,1093.104,121.152,363.457,96.92,26.944,80.833,21.56,26.923,134.614,21.54,17.622,26.433,52.866,14.1,192.641,605.337,154.11
123059.jpg,889.5,820.2603131602966,69.23968683970338,1:8,1:3,1:4,1:1:2,615.195,30.304,242.432,24.24,15.164,45.492,12.13,18.182,72.73,14.55,13.637,13.637,27.274,10.91,77.287,374.291,61.83
123060.jpg,828.0,791.4725882406279,36.52741175937206,1:8,1:3,1:3,1:1.5:3,593.604,29.241,233.924,23.39,14.632,43.896,11.71,21.93,65.791,17.54,9.57,14.354,28.709,7.66,75.373,357.965,60.3
123061.jpg,474.75,452.22297863004127,22.52702136995873,1:6,1:6,1:3,1:2:4,339.167,21.481,128.884,17.18,4.777,28.664,3.82,12.53,37.591,10.02,4.296,8.592,17.184,3.44,43.084,203.731,34.47
123062.jpg,731.25,662.7194491053974,68.53055089460258,1:3,1:5,1:5,1:2:4,497.04,55.089,165.266,44.07,8.168,40.839,6.53,12.242,61.21,9.79,6.296,12.592,25.183,5.04,81.795,279.907,65.44
123063.jpg,590.25,626.5461273582969,36.29612735829687,1:6,1:4,1:5,1:1:2,469.91,29.761,178.566,23.81,9.266,37.065,7.41,11.574,57.868,9.26,10.416,10.416,20.833,8.33,61.017,283.915,48.81
123064.jpg,526.5,516.3095300931274,10.190469906872636,1:6,1:6,1:5,1:1.5:3,387.232,24.525,147.148,19.62,5.454,32.726,4.36,9.537,47.687,7.63,6.243,9.364,18.728,4.99,45.759,236.925,36.61
123065.jpg,735.75,687.8436715797204,47.90632842027958,1:4,1:4,1:6,1:1:2,515.883,45.742,182.966,36.59,10.173,40.692,8.14,10.891,65.345,8.71,11.435,11.435,22.871,9.15,78.241,300.438,62.59
123066.jpg,807.0,740.1994469715897,66.80055302841026,1:8,1:6,1:5,1:1:2,555.15,27.346,218.77,21.88,7.819,46.917,6.26,13.673,68.366,10.94,12.306,12.306,24.612,9.84,61.144,346.359,48.92
123067.jpg,895.5,822.7281087320303,72.77189126796975,1:8,1:6,1:3,1:1.5:3,617.046,30.395,243.162,24.32,8.691,52.148,6.95,22.796,68.389,18.24,9.948,14.921,29.843,7.96,71.83,378.62,57.46
123068.jpg,711.75,677.9395085028625,33.81049149713749,1:8,1:6,1:4,1:1.5:3,508.455,25.046,200.369,20.04,7.162,42.971,5.73,15.028,60.111,12.02,8.197,12.295,24.591,6.56,55.433,315.746,44.35
123069.jpg,1252.5,1165.0186077940416,87.4813922059584,1:3,1:5,1:5,1:1.5:3,873.764,96.842,290.527,77.47,14.358,71.792,11.49,21.52,107.602,17.22,14.086,21.129,42.258,11.27,146.806,491.05,117.44
123070.jpg,1009.5,961.859577305386,47.6404226946139,1:6,1:4,1:6,1:1:2,721.395,45.688,274.13,36.55,14.226,56.902,11.38,15.229,91.377,12.18,15.991,15.991,31.982,12.79,91.134,438.4,72.91
123071.jpg,984.0,914.3798013546084,69.62019864539172,1:6,1:5,1:6,1:2:4,685.785,43.433,260.598,34.75,11.269,56.347,9.02,14.478,86.866,11.58,8.687,17.373,34.746,6.95,77.867,421.184,62.29
123072.jpg,959.25,899.1358717931573,60.11412820684268,1:3,1:6,1:6,1:2:4,674.352,74.741,224.222,59.79,9.498,56.991,7.6,14.236,85.418,11.39,8.542,17.084,34.167,6.83,107.017,383.715,85.61
123073.jpg,764.25,733.9487421045021,30.301257895497884,1:6,1:4,1:6,1:1:2,550.462,34.863,209.175,27.89,10.855,43.419,8.68,11.621,69.725,9.3,12.202,12.202,24.404,9.76,69.541,334.521,55.63
123074.jpg,705.0,631.0032054214383,73.99679457856166,1:6,1:6,1:6,1:1:2,473.252,29.973,179.836,23.98,6.666,39.996,5.33,9.991,59.945,7.99,10.49,10.49,20.981,8.39,57.12,290.267,45.7
123075.jpg,843.0,741.2921712341576,101.70782876584236,1:3,1:3,1:3,1:1:2,555.969,61.62,184.86,49.3,13.704,41.113,10.96,20.54,61.62,16.43,12.324,12.324,24.648,9.86,108.188,299.917,86.55
123076.jpg,542.25,500.9512289631492,41.29877103685078,1:4,1:4,1:6,1:2:4,375.713,33.313,133.253,26.65,7.409,29.635,5.93,7.932,47.59,6.35,4.759,9.518,19.036,3.81,53.413,219.996,42.73
123077.jpg,608.4375,601.7077311959897,6.729768804010291,1:6,1:3,1:5,1:1:2,451.281,28.581,171.487,22.86,11.124,33.371,8.9,11.115,55.574,8.89,10.003,10.003,20.007,8.0,60.823,270.435,48.66
123078.jpg,792.75,755.3224271681934,37.42757283180663,1:3,1:6,1:3,1:1:2,566.492,62.786,188.359,50.23,7.979,47.875,6.38,20.929,62.786,16.74,12.557,12.557,25.114,10.05,104.251,311.577,83.4
123079.jpg,505.125,522.9832823122114,17.858282312211372,1:3,1:3,1:3,1:1.5:3,392.237,43.473,130.419,34.78,9.668,29.005,7.73,14.491,43.473,11.59,6.323,9.485,18.97,5.06,73.955,212.382,59.16
123080.jpg,780.0,710.4465566783967,69.55344332160325,1:6,1:6,1:3,1:1.5:3,532.835,33.746,202.477,27.0,7.505,45.031,6.0,19.685,59.056,15.75,8.59,12.885,25.77,6.87,69.526,319.449,55.62
123081.jpg,786.75,757.7209898135116,29.02901018648845,1:6,1:6,1:6,1:1.5:3,568.291,35.992,215.95,28.79,8.005,48.027,6.4,11.997,71.983,9.6,9.162,13.742,27.485,7.33,65.156,349.702,52.12
123082.jpg,542.25,518.4751696224488,23.77483037755121,1:3,1:6,1:5,1:1:2,388.856,43.098,129.295,34.48,5.477,32.863,4.38,9.577,47.887,7.66,8.62,8.62,17.239,6.9,66.772,218.665,53.42
123083.jpg,690.75,632.8326104689152,57.91738953108484,1:3,1:6,1:3,1:1.5:3,474.624,52.604,157.813,42.08,6.685,40.111,5.35,17.535,52.604,14.03,7.652,11.477,22.955,6.12,84.476,262.005,67.58
123084.jpg,742.5,712.9166650097972,29.583334990202843,1:3,1:5,1:4,1:2:4,534.687,59.261,177.784,47.41,8.786,43.932,7.03,15.803,63.212,12.64,6.773,13.545,27.091,5.42,90.623,298.473,72.5
123085.jpg,792.75,753.7006277415176,39.04937225848244,1:3,1:5,1:4,1:2:4,565.275,62.651,187.954,50.12,9.289,46.446,7.43,16.707,66.828,13.37,7.16,14.32,28.641,5.73,95.807,315.548,76.65
123086.jpg,993.0,941.95467959683,51.04532040316985,1:3,1:6,1:3,1:2:4,706.466,78.3,234.9,62.64,9.951,59.705,7.96,26.1,78.3,20.88,8.949,17.897,35.794,7.16,123.3,390.802,98.64
123087.jpg,619.5,576.237682970311,43.26231702968903,1:6,1:4,1:6,1:1.5:3,432.178,27.371,164.228,21.9,8.522,34.089,6.82,9.124,54.743,7.3,6.967,10.451,20.902,5.57,51.984,263.511,41.59
123088.jpg,792.0,751.4321250869842,40.56787491301577,1:3,1:3,1:6,1:1:2,563.574,62.463,187.388,49.97,13.892,41.675,11.11,11.898,71.386,9.52,12.493,12.493,24.985,9.99,100.746,312.942,80.6
123089.jpg,792.0,760.8801736140889,31.119826385911097,1:8,1:5,1:3,1:2:4,570.66,28.11,224.882,22.49,9.378,46.888,7.5,21.083,63.248,16.87,7.228,14.457,28.913,5.78,65.799,349.475,52.64
123090.jpg,667.5,616.6729414897246,50.82705851027538,1:3,1:6,1:4,1:1:2,462.505,51.261,153.783,41.01,6.515,39.087,5.21,13.67,54.678,10.94,10.252,10.252,20.504,8.2,81.698,257.8,65.36
123091.jpg,1084.5,1017.8112632899596,66.68873671004053,1:6,1:5,1:4,1:1:2,763.358,48.346,290.076,38.68,12.544,62.721,10.04,22.561,90.246,18.05,16.921,16.921,33.842,13.54,100.372,459.964,80.3
123092.jpg,660.9750000000001,604.0854587524714,56.88954124752877,1:4,1:4,1:4,1:1.5:3,453.064,40.172,160.687,32.14,8.934,35.737,7.15,13.391,53.562,10.71,7.304,10.956,21.912,5.84,69.801,260.942,55.84
123093.jpg,837.75,798.3610443490172,39.38895565098278,1:3,1:5,1:3,1:1:2,598.771,66.364,199.091,53.09,9.84,49.198,7.87,22.121,66.364,17.7,13.273,13.273,26.546,10.62,111.598,327.926,89.28
123094.jpg,578.25,521.0838221137792,57.1661778862208,1:8,1:3,1:3,1:1:2,390.813,19.251,154.009,15.4,9.633,28.9,7.71,14.438,43.315,11.55,8.663,8.663,17.326,6.93,51.985,234.887,41.59
123095.jpg,524.25,470.4583581859082,53.79164181409181,1:3,1:6,1:3,1:2:4,352.844,39.107,117.321,31.29,4.97,29.82,3.98,13.036,39.107,10.43,4.469,8.939,17.877,3.58,61.582,195.187,49.27
123096.jpg,560.25,531.1985070758165,29.05149292418355,1:8,1:4,1:4,1:1:2,398.399,19.625,156.999,15.7,7.856,31.425,6.28,11.775,47.1,9.42,8.831,8.831,17.662,7.06,48.087,244.355,38.47
123097.jpg,855.75,774.070634515238,81.679365484762,1:3,1:5,1:5,1:1.5:3,580.553,64.345,193.034,51.48,9.54,47.701,7.63,14.299,71.494,11.44,9.359,14.039,28.078,7.49,97.543,326.268,78.03
123098.jpg,807.0,762.7203067341353,44.27969326586469,1:3,1:5,1:6,1:1:2,572.04,63.401,190.203,50.72,9.4,47.001,7.52,12.076,72.458,9.66,12.68,12.68,25.36,10.14,97.557,322.342,78.05
123099.jpg,922.5,881.4806776348737,41.0193223651263,1:3,1:4,1:3,1:1:2,661.111,73.273,219.819,58.62,13.037,52.147,10.43,24.424,73.273,19.54,14.655,14.655,29.309,11.72,125.389,359.894,100.31
123100.jpg,872.25,818.5661228709179,53.68387712908213,1:3,1:4,1:5,1:1:2,613.925,68.043,204.13,54.43,12.106,48.425,9.68,15.121,75.604,12.1,13.609,13.609,27.217,10.89,108.879,341.768,87.1
