Picture_ID,Plot_Length_ft,Plot_Width_ft,Plot_Area_sft,Builtup_Area_sft,Total_Doors,Total_Windows,Brick_Ratio,Plaster_In_Ratio,Plaster_Out_Ratio,RCC_Ratio,Room_Height_ft,No_of_Bedrooms,No_of_Toilets,Kitchen_Size_sft,Hall_Size_sft,Parking,Wall_Volume_cuft,Predicted_Wall_Volume
123069.jpg,50.0,45.0,2250.0,1800,12,14,2.0,3.0,3.0,1.8333333333333333,11.0,4,3,110.0,320.0,1.0,1252.5,1237.4620280616869
123070.jpg,35.0,50.0,1750.0,1770,10,12,3.5,2.5,3.5,1.3333333333333333,10.0,3,2,110.0,220.0,1.0,1009.5,1001.4005579526889
123071.jpg,30.0,50.0,1500.0,1400,8,10,3.5,3.0,3.5,2.3333333333333335,10.0,2,2,105.0,260.0,1.0,984.0,964.8535979328467
123072.jpg,30.0,50.0,1500.0,1500,9,11,2.0,3.5,3.5,2.3333333333333335,10.0,3,2,110.0,230.0,1.0,959.25,953.3135401514844
123073.jpg,37.0,30.0,1110.0,1160,9,11,3.5,2.5,3.5,1.3333333333333333,10.0,2,2,64.0,256.0,1.0,764.25,757.7563036149375
123074.jpg,35.0,26.0,910.0,910,7,6,3.5,3.5,3.5,1.3333333333333333,9.5,2,2,64.0,145.0,1.0,705.0,694.226434618741
123075.jpg,45.0,25.0,1125.0,1125,8,9,2.0,2.0,2.0,1.3333333333333333,10.0,3,1,91.0,235.0,1.0,843.0,861.5171954152505
123076.jpg,28.0,22.0,616.0,555,5,6,2.5,2.5,3.5,2.3333333333333335,9.0,1,1,100.0,206.0,0.0,542.25,539.7964753376111
123077.jpg,31.5,22.25,700.0,630,6,7,3.5,2.0,3.0,1.3333333333333333,9.5,1,1,80.0,160.0,1.0,608.4375,599.9719274340788
123078.jpg,25.0,40.0,1000.0,900,7,8,2.0,3.5,2.0,1.3333333333333333,10.0,2,2,75.0,170.0,1.0,792.75,770.6689093267048
123079.jpg,24.25,22.25,540.0,730,6,7,2.0,2.0,2.0,1.8333333333333333,9.5,2,1,60.0,160.0,1.0,505.125,497.7950964391899
123080.jpg,43.0,25.0,1075.0,1075,8,7,3.5,3.5,2.0,1.8333333333333333,9.5,4,2,54.0,165.0,1.0,780.0,770.6616861718788
123081.jpg,42.0,24.25,1018.0,1069,8,9,3.5,3.5,3.5,1.8333333333333333,10.0,3,2,121.0,187.0,1.0,786.75,776.0930503604001
123082.jpg,28.0,22.0,616.0,555,5,6,2.0,3.5,3.0,1.3333333333333333,9.0,1,1,100.0,206.0,0.0,542.25,536.6768501232771
123083.jpg,40.0,20.0,800.0,800,7,6,2.0,3.5,2.0,1.8333333333333333,9.5,2,2,78.0,158.0,1.0,690.75,676.7993571407193
123084.jpg,20.0,40.0,800.0,800,6,7,2.0,3.0,2.5,2.3333333333333335,10.0,2,2,80.0,170.0,1.0,742.5,736.7680028888453
123085.jpg,20.0,45.0,900.0,850,7,8,2.0,3.0,2.5,2.3333333333333335,10.0,3,2,65.0,160.0,1.0,792.75,785.5650905625063
123086.jpg,30.0,50.0,1500.0,1450,8,9,2.0,3.5,2.0,2.3333333333333335,10.0,2,2,105.0,230.0,1.0,993.0,978.6108591181313
123087.jpg,30.0,25.0,750.0,750,7,6,3.5,2.5,3.5,1.8333333333333333,9.5,3,2,52.0,60.0,0.0,619.5,622.5795433616356
123088.jpg,47.5,23.0,1093.0,1093,10,12,2.0,2.0,3.5,1.3333333333333333,10.0,1,2,150.0,350.0,0.0,792.0,792.4293126489237
123089.jpg,47.5,23.0,1093.0,1093,10,12,4.5,3.0,2.0,2.3333333333333335,10.0,1,2,150.0,350.0,0.0,792.0,771.3513610954003
123090.jpg,22.0,33.0,726.0,726,6,7,2.0,3.5,2.5,1.3333333333333333,10.0,2,1,55.0,100.0,0.0,667.5,660.5681424754466
123091.jpg,54.0,36.0,1944.0,1850,10,12,3.5,3.0,2.5,1.3333333333333333,10.0,2,3,110.0,460.0,0.0,1084.5,1078.747752379385
123092.jpg,29.5,26.2,774.0,720,5,6,2.5,2.5,2.5,1.8333333333333333,9.5,2,1,75.0,220.0,0.0,660.9750000000001,654.6995816522043
123093.jpg,28.0,40.0,1120.0,1100,7,8,2.0,3.0,2.0,1.3333333333333333,10.0,2,2,120.0,275.0,1.0,837.75,829.7289659053077
123094.jpg,33.0,16.5,545.0,545,4,3,4.5,2.0,2.0,1.3333333333333333,9.0,1,1,61.0,124.0,0.0,578.25,580.2575481972626
123095.jpg,26.0,22.0,572.0,600,5,5,2.0,3.5,2.0,2.3333333333333335,9.0,1,2,60.0,170.0,0.0,524.25,522.6454708874066
123096.jpg,30.0,20.0,600.0,600,5,4,4.5,2.5,2.5,1.3333333333333333,9.0,1,1,78.0,150.0,1.0,560.25,555.9438528024958
123097.jpg,40.0,28.0,1120.0,780,7,6,2.0,3.0,3.0,1.8333333333333333,10.0,2,2,100.0,160.0,0.0,855.75,846.2244778308477
123098.jpg,34.0,33.0,1122.0,1100,8,8,2.0,3.0,3.5,1.3333333333333333,10.0,3,2,77.0,184.0,1.0,807.0,797.8868017058343
123099.jpg,50.0,28.0,1400.0,1480,10,10,2.0,2.5,2.0,1.3333333333333333,10.0,3,3,80.0,320.0,1.0,922.5,912.7075289522287
123100.jpg,45.0,28.0,1260.0,1380,9,9,2.0,2.5,3.0,1.3333333333333333,10.0,3,3,105.0,203.0,0.0,872.25,871.6993756961778
